Molecule,Atom,x_coord,y_coord,z_coord,sigma_iso,sigma_xx,sigma_yy,sigma_zz,dia_sigma_xx,dia_sigma_yy,dia_sigma_zz,para_sigma_xx,para_sigma_yy,para_sigma_zz,sigma_11,sigma_22,sigma_33,s_tot_symmetry,span,skew
nw_cut_3_0_1f_opt_disp_struct_19.xyz,Nucleus 1H :,0.979332,-0.028792,-1.304036,29.18,35.2,23.5,28.85,40.65,26.38,29.09,-6.52,0.35,-2.4,23.5,28.85,35.2,0,11.7,-0.08
nw_cut_3_0_1f_opt_disp_struct_19.xyz,Nucleus 2H :,1.768432,0.613439,-1.703564,28.75,23.89,27.59,34.78,45.05,25.31,26.77,-11.29,2.09,-1.67,23.89,27.59,34.78,0,10.89,-0.32
nw_cut_3_0_1f_opt_disp_struct_19.xyz,Nucleus 6H :,1.194778,-1.057743,-1.611738,24.02,16.2,24.93,30.92,48.92,14.48,29.86,-18.36,1.89,-4.74,16.2,24.93,30.92,0,14.72,0.19
nw_cut_3_0_1f_opt_disp_struct_19.xyz,Nucleus 12H :,0.894284,0.096199,0.174476,24.37,20.56,24.76,27.78,46.75,18.15,31.16,-21.95,2.46,-3.47,20.56,24.76,27.78,0,7.22,0.16
nw_cut_3_0_1f_opt_disp_struct_19.xyz,Nucleus 14H :,1.668507,0.916225,0.972095,23.96,20.03,27.01,24.83,5.6,32.25,43.68,14.46,-5.26,-18.86,20.03,24.83,27.01,0,6.98,0.37
nw_cut_3_0_1f_opt_disp_struct_19.xyz,Nucleus 16H :,1.280536,0.74489,2.273389,24.26,19.67,27.98,25.12,10.25,31.67,47.1,9.48,-3.7,-22.03,19.67,25.12,27.98,0,8.31,0.31
nw_cut_3_0_1f_opt_disp_struct_19.xyz,Nucleus 17H :,1.694874,1.197222,3.069312,24.34,20.79,25.31,26.93,44.44,28.39,31.1,-19.03,-7.52,-4.36,20.79,25.31,26.93,0,6.14,0.47
nw_cut_3_0_1f_opt_disp_struct_19.xyz,Nucleus 18H :,0.25926,-0.172935,2.348578,28.71,34.89,27.41,23.82,41.87,26.89,31.9,-0.06,-9.36,-5.11,23.82,27.41,34.89,0,11.07,-0.35
nw_cut_3_0_1f_opt_disp_struct_19.xyz,Nucleus 20H :,-0.008141,-0.596968,1.044476,29.65,34.68,27.89,26.38,38.38,14.42,-0.61,-4.22,27.64,13.34,26.38,27.89,34.68,0,8.3,-0.64
nw_cut_3_0_1f_opt_disp_struct_19.xyz,Nucleus 21H :,-1.031453,-1.547241,0.857845,29.94,25.78,30.22,33.81,44.4,31.51,20.86,-12.01,-0.55,5.6,25.78,30.22,33.81,0,8.03,0.1
nw_cut_3_0_1f_opt_disp_struct_19.xyz,Nucleus 25H :,-1.337246,-1.990907,-0.370503,27.02,32.43,26.28,22.36,32.08,56.84,50.09,-2.86,-33.86,-21.22,22.36,26.28,32.43,0,10.07,-0.22
nw_cut_3_0_1f_opt_disp_struct_19.xyz,Nucleus 26H :,-1.744451,-2.043297,1.950498,27.19,34.43,23.73,23.42,31.24,46.74,41.96,-3.01,-20.56,-14.77,23.42,23.73,34.43,0,11.01,-0.94
nw_cut_3_0_1f_opt_disp_struct_19.xyz,Nucleus 27H :,-2.520057,-2.779802,1.771363,29.53,34.02,27.42,27.14,38.3,7.6,19.48,21.17,8.07,-6.04,27.14,27.42,34.02,0,6.88,-0.92
nw_cut_3_0_1f_opt_disp_struct_19.xyz,Nucleus 0C :,-1.451464,-1.600948,3.238023,170.67,186.57,160.71,164.72,257.11,238.05,237.16,-77.65,-75.11,-67.57,160.71,164.72,186.57,0,25.86,-0.69
nw_cut_3_0_1f_opt_disp_struct_19.xyz,Nucleus 3C :,-2.008519,-1.996295,4.08035,62.27,149.01,53.1,-15.29,240.12,272.06,263.14,-91.13,-218.83,-278.54,-15.29,53.1,149.01,0,164.3,-0.17
nw_cut_3_0_1f_opt_disp_struct_19.xyz,Nucleus 4C :,-0.443667,-0.655863,3.46124,57.07,-27.66,127.75,71.12,273.49,257.34,259.37,-292.54,-131.02,-195.44,-27.66,71.12,127.75,0,155.41,0.27
nw_cut_3_0_1f_opt_disp_struct_19.xyz,Nucleus 7C :,-0.205862,-0.325668,4.466364,38.13,136.33,-39.31,17.38,270.28,266.62,263.58,-128.9,-309.39,-247.79,-39.31,17.38,136.33,0,175.64,-0.35
nw_cut_3_0_1f_opt_disp_struct_19.xyz,Nucleus 8C :,2.458218,1.600311,0.699262,60.55,162.35,22.57,-3.27,234.95,266.37,264.55,-72.76,-242.59,-268.86,-3.27,22.57,162.35,0,165.62,-0.69
nw_cut_3_0_1f_opt_disp_struct_19.xyz,Nucleus 9C :,0.037036,0.254181,-1.785377,11.93,-66.01,74.34,27.47,233.89,265.26,266.48,-159.55,-237.84,-332.45,-66.01,27.47,74.34,0,140.35,0.33
nw_cut_3_0_1f_opt_disp_struct_19.xyz,Nucleus 11C :,6.355351,-7.578442,2.033943,69.85,164.86,-15.49,60.19,238.17,262.7,271.77,-73.41,-279.65,-210.04,-15.49,60.19,164.86,0,180.35,-0.16
nw_cut_3_0_1f_opt_disp_struct_19.xyz,Nucleus 13C :,7.285107,-7.867404,2.527886,52.44,172.65,41.49,-56.81,217.99,272.04,254.64,-45.39,-230.4,-311.54,-56.81,41.49,172.65,0,229.46,-0.14
nw_cut_3_0_1f_opt_disp_struct_19.xyz,Nucleus 15C :,6.494239,-6.621677,1.521869,70.37,172.41,57.07,-18.36,239.84,271.06,263.78,-67.67,-213.35,-282.54,-18.36,57.07,172.41,0,190.77,-0.21
nw_cut_3_0_1f_opt_disp_struct_19.xyz,Nucleus 19C :,5.241561,-7.557868,3.0414,163.21,191.02,155.77,142.84,263.86,226.35,235.67,-70.26,-79.19,-86.8,142.84,155.77,191.02,0,48.18,-0.46
nw_cut_3_0_1f_opt_disp_struct_19.xyz,Nucleus 22C :,5.12285,-8.39475,3.928207,3.98,-91.58,94.13,9.39,182.97,251.65,271.51,-89.07,-343.93,-261.2,-91.58,9.39,94.13,0,185.71,0.09
nw_cut_3_0_1f_opt_disp_struct_19.xyz,Nucleus 5N :,4.343297,-6.544893,2.898655,118.2,56.4,168.89,129.31,299.03,335.84,329.11,-130.36,-206.43,-272.58,56.4,129.31,168.89,0,112.49,0.3
nw_cut_3_0_1f_opt_disp_struct_19.xyz,Nucleus 24N :,4.353069,-6.019065,2.049174,145.66,46.86,243.52,146.6,294.63,330.68,346.13,-284.97,-84.51,-164.96,46.86,146.6,243.52,0,196.66,0.01
nw_cut_3_0_1f_opt_disp_struct_19.xyz,Nucleus 23O :,3.487703,-6.635661,3.41072,-107.45,319.7,-234.53,-407.51,323.85,379.44,428.28,-4.63,-615.73,-833.55,-407.51,-234.53,319.7,0,727.21,-0.52
nw_cut_3_0_1f_opt_disp_struct_19.xyz,Nucleus 10F :,6.13161,-8.345704,1.285144,301.54,396.66,222.01,285.94,485.78,459.64,466.48,-69.83,-237.78,-199.69,222.01,285.94,396.66,0,174.65,-0.27
nw_cut_3_0_1f_opt_disp_struct_2.xyz,Nucleus 1H :,0.979332,-0.028792,-1.304036,29.1,35.26,23.43,28.61,41.11,26.21,28.94,-7.07,0.56,-2.45,23.43,28.61,35.26,0,11.83,-0.12
nw_cut_3_0_1f_opt_disp_struct_2.xyz,Nucleus 2H :,1.768432,0.613439,-1.703564,28.73,34.49,23.98,27.73,45.84,25.43,27.22,-12.3,1.36,-1.37,23.98,27.73,34.49,0,10.51,-0.29
nw_cut_3_0_1f_opt_disp_struct_2.xyz,Nucleus 6H :,1.194778,-1.057743,-1.611738,23.87,16.16,24.63,30.81,49.7,14.23,29.33,-19.4,-4.58,2.34,16.16,24.63,30.81,0,14.65,0.16
nw_cut_3_0_1f_opt_disp_struct_2.xyz,Nucleus 12H :,0.894284,0.096199,0.174476,24.33,20.7,24.83,27.46,48.29,19.04,31.5,-23.74,2.09,-4.19,20.7,24.83,27.46,0,6.76,0.22
nw_cut_3_0_1f_opt_disp_struct_2.xyz,Nucleus 14H :,1.668507,0.916225,0.972095,23.89,20.23,26.47,24.98,6.45,33.17,43.65,13.99,-6.72,-18.86,20.23,24.98,26.47,0,6.24,0.52
nw_cut_3_0_1f_opt_disp_struct_2.xyz,Nucleus 16H :,1.280536,0.74489,2.273389,24.14,19.76,27.57,25.08,9.82,31.21,48.9,-24.05,-3.64,10.18,19.76,25.08,27.57,0,7.81,0.36
nw_cut_3_0_1f_opt_disp_struct_2.xyz,Nucleus 17H :,1.694874,1.197222,3.069312,24.23,20.7,25.3,26.7,44.61,28.29,31.22,-19.27,-7.38,-4.76,20.7,25.3,26.7,0,6.0,0.54
nw_cut_3_0_1f_opt_disp_struct_2.xyz,Nucleus 18H :,0.25926,-0.172935,2.348578,28.66,35.04,27.28,23.67,42.02,27.23,32.2,-0.45,-9.43,-5.58,23.67,27.28,35.04,0,11.37,-0.36
nw_cut_3_0_1f_opt_disp_struct_2.xyz,Nucleus 20H :,-0.008141,-0.596968,1.044476,30.05,35.73,27.85,26.56,39.94,18.08,11.42,-4.4,9.63,15.48,26.56,27.85,35.73,0,9.17,-0.72
nw_cut_3_0_1f_opt_disp_struct_2.xyz,Nucleus 21H :,-1.031453,-1.547241,0.857845,30.45,25.27,32.17,33.9,23.88,35.33,39.41,-6.49,-2.68,1.89,25.27,32.17,33.9,0,8.63,0.6
nw_cut_3_0_1f_opt_disp_struct_2.xyz,Nucleus 25H :,-1.337246,-1.990907,-0.370503,28.62,39.8,20.49,25.58,53.08,29.24,36.43,1.06,-15.41,-18.53,20.49,25.58,39.8,0,19.31,-0.47
nw_cut_3_0_1f_opt_disp_struct_2.xyz,Nucleus 26H :,-1.744451,-2.043297,1.950498,28.6,38.03,26.06,21.71,25.91,38.12,36.2,2.23,-6.29,-10.36,21.71,26.06,38.03,0,16.32,-0.47
nw_cut_3_0_1f_opt_disp_struct_2.xyz,Nucleus 27H :,-2.520057,-2.779802,1.771363,29.85,34.46,28.12,26.96,38.2,18.24,22.11,10.39,5.33,-4.72,26.96,28.12,34.46,0,7.5,-0.69
nw_cut_3_0_1f_opt_disp_struct_2.xyz,Nucleus 0C :,-1.451464,-1.600948,3.238023,170.7,186.53,160.55,165.02,258.08,237.56,238.41,-78.68,-75.36,-67.91,160.55,165.02,186.53,0,25.98,-0.66
nw_cut_3_0_1f_opt_disp_struct_2.xyz,Nucleus 3C :,-2.008519,-1.996295,4.08035,62.86,149.32,53.55,-14.3,241.93,274.96,264.02,-92.62,-221.31,-278.4,-14.3,53.55,149.32,0,163.62,-0.17
nw_cut_3_0_1f_opt_disp_struct_2.xyz,Nucleus 4C :,-0.443667,-0.655863,3.46124,55.86,-29.21,128.13,68.66,274.98,257.95,258.75,-294.41,-130.52,-199.16,-29.21,68.66,128.13,0,157.34,0.24
nw_cut_3_0_1f_opt_disp_struct_2.xyz,Nucleus 7C :,-0.205862,-0.325668,4.466364,37.57,137.35,-40.36,15.72,263.29,270.43,273.25,-130.24,-313.45,-250.56,-40.36,15.72,137.35,0,177.71,-0.37
nw_cut_3_0_1f_opt_disp_struct_2.xyz,Nucleus 8C :,2.458218,1.600311,0.699262,61.16,163.55,23.2,-3.28,235.92,270.03,264.24,-72.55,-242.63,-271.54,-3.28,23.2,163.55,0,166.83,-0.68
nw_cut_3_0_1f_opt_disp_struct_2.xyz,Nucleus 9C :,0.037036,0.254181,-1.785377,12.45,-65.45,75.53,27.26,236.52,266.3,271.17,-161.08,-239.05,-336.53,-65.45,27.26,75.53,0,140.98,0.32
nw_cut_3_0_1f_opt_disp_struct_2.xyz,Nucleus 11C :,3.517378,-4.445148,1.597054,69.39,166.24,-16.28,58.22,237.95,263.75,275.41,-72.66,-283.19,-213.08,-16.28,58.22,166.24,0,182.52,-0.18
nw_cut_3_0_1f_opt_disp_struct_2.xyz,Nucleus 13C :,4.447133,-4.734109,2.090998,52.84,174.16,40.19,-55.83,218.26,275.68,253.88,-44.65,-234.97,-309.68,-55.83,40.19,174.16,0,229.99,-0.17
nw_cut_3_0_1f_opt_disp_struct_2.xyz,Nucleus 15C :,3.656265,-3.488383,1.08498,67.99,173.84,51.71,-21.58,239.19,272.37,267.11,-65.88,-220.2,-288.62,-21.58,51.71,173.84,0,195.42,-0.25
nw_cut_3_0_1f_opt_disp_struct_2.xyz,Nucleus 19C :,2.403587,-4.424574,2.604511,163.72,191.28,157.54,142.35,257.84,234.13,241.67,-65.62,-83.75,-93.1,142.35,157.54,191.28,0,48.93,-0.38
nw_cut_3_0_1f_opt_disp_struct_2.xyz,Nucleus 22C :,2.284876,-5.261456,3.491318,4.26,-88.5,93.88,7.41,197.48,251.69,270.43,-103.67,-341.64,-261.5,-88.5,7.41,93.88,0,182.38,0.05
nw_cut_3_0_1f_opt_disp_struct_2.xyz,Nucleus 5N :,1.505324,-3.411599,2.461767,116.1,52.62,169.62,126.07,299.23,336.13,330.21,-130.49,-209.82,-276.94,52.62,126.07,169.62,0,117.0,0.26
nw_cut_3_0_1f_opt_disp_struct_2.xyz,Nucleus 24N :,1.515095,-2.885771,1.612285,144.08,37.54,244.97,149.74,293.16,324.4,343.15,-289.44,-90.66,-148.36,37.54,149.74,244.97,0,207.43,0.08
nw_cut_3_0_1f_opt_disp_struct_2.xyz,Nucleus 23O :,0.649729,-3.502367,2.973831,-99.78,320.38,-225.95,-393.77,340.09,380.9,426.73,-20.38,-608.11,-818.57,-393.77,-225.95,320.38,0,714.15,-0.53
nw_cut_3_0_1f_opt_disp_struct_2.xyz,Nucleus 10F :,3.293636,-5.21241,0.848255,300.51,396.82,220.4,284.32,485.54,458.74,467.25,-70.4,-239.2,-200.39,220.4,284.32,396.82,0,176.42,-0.28
nw_cut_3_0_1f_opt_disp_struct_3.xyz,Nucleus 1H :,0.979332,-0.028792,-1.304036,29.11,35.24,23.45,28.64,41.09,26.3,28.97,-7.06,0.46,-2.43,23.45,28.64,35.24,0,11.79,-0.12
nw_cut_3_0_1f_opt_disp_struct_3.xyz,Nucleus 2H :,1.768432,0.613439,-1.703564,28.74,34.52,24.0,27.71,45.81,25.56,27.16,-12.22,1.39,-1.47,24.0,27.71,34.52,0,10.52,-0.29
nw_cut_3_0_1f_opt_disp_struct_3.xyz,Nucleus 6H :,1.194778,-1.057743,-1.611738,23.9,16.2,24.68,30.81,49.76,14.31,29.4,-19.47,-4.59,2.28,16.2,24.68,30.81,0,14.61,0.16
nw_cut_3_0_1f_opt_disp_struct_3.xyz,Nucleus 12H :,0.894284,0.096199,0.174476,24.34,20.72,24.8,27.49,48.31,18.84,31.72,-23.75,2.27,-4.38,20.72,24.8,27.49,0,6.77,0.2
nw_cut_3_0_1f_opt_disp_struct_3.xyz,Nucleus 14H :,1.668507,0.916225,0.972095,23.91,20.24,26.54,24.94,6.22,33.27,43.7,14.2,-6.74,-18.93,20.24,24.94,26.54,0,6.3,0.49
nw_cut_3_0_1f_opt_disp_struct_3.xyz,Nucleus 16H :,1.280536,0.74489,2.273389,24.16,19.79,27.61,25.07,9.92,31.31,48.85,-23.98,-3.7,10.07,19.79,25.07,27.61,0,7.82,0.35
nw_cut_3_0_1f_opt_disp_struct_3.xyz,Nucleus 17H :,1.694874,1.197222,3.069312,24.25,20.73,25.31,26.72,44.65,28.35,31.23,-19.33,-7.41,-4.74,20.73,25.31,26.72,0,5.99,0.53
nw_cut_3_0_1f_opt_disp_struct_3.xyz,Nucleus 18H :,0.25926,-0.172935,2.348578,28.67,35.02,27.29,23.69,42.03,27.25,32.17,-0.48,-9.41,-5.56,23.69,27.29,35.02,0,11.33,-0.37
nw_cut_3_0_1f_opt_disp_struct_3.xyz,Nucleus 20H :,-0.008141,-0.596968,1.044476,29.98,35.59,27.83,26.52,39.73,17.89,10.7,-4.35,9.81,16.18,26.52,27.83,35.59,0,9.07,-0.71
nw_cut_3_0_1f_opt_disp_struct_3.xyz,Nucleus 21H :,-1.031453,-1.547241,0.857845,30.38,25.34,32.01,33.78,23.89,34.98,39.63,-6.74,-2.53,1.9,25.34,32.01,33.78,0,8.44,0.58
nw_cut_3_0_1f_opt_disp_struct_3.xyz,Nucleus 25H :,-1.337246,-1.990907,-0.370503,28.47,38.54,21.01,25.87,52.14,29.96,38.19,0.12,-16.64,-18.35,21.01,25.87,38.54,0,17.53,-0.44
nw_cut_3_0_1f_opt_disp_struct_3.xyz,Nucleus 26H :,-1.744451,-2.043297,1.950498,28.47,37.05,26.07,22.28,27.01,37.59,36.7,1.52,-6.63,-10.79,22.28,26.07,37.05,0,14.77,-0.49
nw_cut_3_0_1f_opt_disp_struct_3.xyz,Nucleus 27H :,-2.520057,-2.779802,1.771363,29.8,34.39,28.04,26.98,38.14,17.56,21.96,11.04,5.48,-4.77,26.98,28.04,34.39,0,7.41,-0.71
nw_cut_3_0_1f_opt_disp_struct_3.xyz,Nucleus 0C :,-1.451464,-1.600948,3.238023,170.68,186.5,160.56,164.99,257.93,237.68,238.34,-78.56,-75.4,-67.94,160.56,164.99,186.5,0,25.94,-0.66
nw_cut_3_0_1f_opt_disp_struct_3.xyz,Nucleus 3C :,-2.008519,-1.996295,4.08035,62.8,149.32,53.57,-14.49,241.76,274.8,263.94,-92.45,-221.16,-278.49,-14.49,53.57,149.32,0,163.81,-0.17
nw_cut_3_0_1f_opt_disp_struct_3.xyz,Nucleus 4C :,-0.443667,-0.655863,3.46124,56.1,-28.91,128.11,69.09,274.83,258.49,258.11,-293.99,-130.45,-198.7,-28.91,69.09,128.11,0,157.02,0.25
nw_cut_3_0_1f_opt_disp_struct_3.xyz,Nucleus 7C :,-0.205862,-0.325668,4.466364,37.86,137.22,-39.86,16.21,273.29,269.6,263.58,-129.99,-313.04,-249.88,-39.86,16.21,137.22,0,177.08,-0.37
nw_cut_3_0_1f_opt_disp_struct_3.xyz,Nucleus 8C :,2.458218,1.600311,0.699262,61.14,163.32,23.2,-3.1,235.78,270.42,264.39,-72.7,-243.09,-271.37,-3.1,23.2,163.32,0,166.42,-0.68
nw_cut_3_0_1f_opt_disp_struct_3.xyz,Nucleus 9C :,0.037036,0.254181,-1.785377,12.47,-65.32,75.34,27.39,236.06,266.75,270.97,-160.87,-239.26,-336.24,-65.32,27.39,75.34,0,140.66,0.32
nw_cut_3_0_1f_opt_disp_struct_3.xyz,Nucleus 11C :,3.684317,-4.629459,1.622754,69.7,166.03,-15.85,58.93,237.88,263.76,275.61,-72.71,-282.86,-212.58,-15.85,58.93,166.03,0,181.88,-0.18
nw_cut_3_0_1f_opt_disp_struct_3.xyz,Nucleus 13C :,4.614072,-4.918421,2.116697,52.82,173.92,40.56,-56.03,218.22,275.57,254.04,-44.67,-234.57,-310.14,-56.03,40.56,173.92,0,229.95,-0.16
nw_cut_3_0_1f_opt_disp_struct_3.xyz,Nucleus 15C :,3.823205,-3.672695,1.110679,68.73,173.67,53.16,-20.63,239.01,272.32,266.89,-65.86,-218.74,-287.42,-20.63,53.16,173.67,0,194.3,-0.24
nw_cut_3_0_1f_opt_disp_struct_3.xyz,Nucleus 19C :,2.570527,-4.608886,2.63021,163.65,191.23,157.26,142.45,258.21,233.74,241.2,-66.03,-83.45,-92.73,142.45,157.26,191.23,0,48.78,-0.39
nw_cut_3_0_1f_opt_disp_struct_3.xyz,Nucleus 22C :,2.451815,-5.445767,3.517018,4.23,-89.05,93.86,7.88,196.47,251.74,270.34,-102.69,-342.21,-260.97,-89.05,7.88,93.86,0,182.91,0.06
nw_cut_3_0_1f_opt_disp_struct_3.xyz,Nucleus 5N :,1.672263,-3.59591,2.487466,116.54,53.41,169.56,126.64,299.12,336.14,330.24,-130.44,-209.25,-276.2,53.41,126.64,169.56,0,116.15,0.26
nw_cut_3_0_1f_opt_disp_struct_3.xyz,Nucleus 24N :,1.682035,-3.070083,1.637984,144.68,40.5,245.43,148.11,293.33,324.5,342.78,-286.55,-89.28,-150.73,40.5,148.11,245.43,0,204.93,0.05
nw_cut_3_0_1f_opt_disp_struct_3.xyz,Nucleus 23O :,0.816669,-3.686678,2.99953,-101.68,319.86,-228.01,-396.89,338.43,380.77,426.85,-19.22,-610.09,-821.78,-396.89,-228.01,319.86,0,716.75,-0.53
nw_cut_3_0_1f_opt_disp_struct_3.xyz,Nucleus 10F :,3.460576,-5.396722,0.873954,300.89,396.84,221.07,284.75,485.85,458.89,467.13,-70.37,-238.58,-200.25,221.07,284.75,396.84,0,175.77,-0.28
nw_cut_3_0_1f_opt_disp_struct_4.xyz,Nucleus 1H :,0.979332,-0.028792,-1.304036,29.12,35.23,23.47,28.66,41.06,26.35,28.99,-7.03,0.4,-2.41,23.47,28.66,35.23,0,11.76,-0.12
nw_cut_3_0_1f_opt_disp_struct_4.xyz,Nucleus 2H :,1.768432,0.613439,-1.703564,28.75,34.55,24.01,27.69,45.76,25.62,27.11,-12.14,1.44,-1.55,24.01,27.69,34.55,0,10.54,-0.3
nw_cut_3_0_1f_opt_disp_struct_4.xyz,Nucleus 6H :,1.194778,-1.057743,-1.611738,23.91,16.22,24.72,30.8,49.79,14.36,29.47,-19.49,2.22,-4.61,16.22,24.72,30.8,0,14.58,0.17
nw_cut_3_0_1f_opt_disp_struct_4.xyz,Nucleus 12H :,0.894284,0.096199,0.174476,24.34,20.73,24.77,27.53,48.28,18.73,31.8,-23.7,2.35,-4.42,20.73,24.77,27.53,0,6.8,0.19
nw_cut_3_0_1f_opt_disp_struct_4.xyz,Nucleus 14H :,1.668507,0.916225,0.972095,23.91,20.24,26.61,24.89,6.08,33.35,43.74,14.29,-6.75,-18.97,20.24,24.89,26.61,0,6.37,0.46
nw_cut_3_0_1f_opt_disp_struct_4.xyz,Nucleus 16H :,1.280536,0.74489,2.273389,24.18,19.81,27.66,25.06,10.0,31.4,48.75,-23.87,-3.75,9.99,19.81,25.06,27.66,0,7.85,0.34
nw_cut_3_0_1f_opt_disp_struct_4.xyz,Nucleus 17H :,1.694874,1.197222,3.069312,24.27,20.75,25.31,26.75,44.68,28.39,31.23,-19.36,-7.43,-4.71,20.75,25.31,26.75,0,6.0,0.52
nw_cut_3_0_1f_opt_disp_struct_4.xyz,Nucleus 18H :,0.25926,-0.172935,2.348578,28.67,35.0,27.3,23.71,42.01,27.24,32.13,-0.48,-9.37,-5.52,23.71,27.3,35.0,0,11.29,-0.36
nw_cut_3_0_1f_opt_disp_struct_4.xyz,Nucleus 20H :,-0.008141,-0.596968,1.044476,29.94,35.47,27.83,26.51,39.55,17.72,9.99,-4.32,9.97,16.89,26.51,27.83,35.47,0,8.96,-0.71
nw_cut_3_0_1f_opt_disp_struct_4.xyz,Nucleus 21H :,-1.031453,-1.547241,0.857845,30.31,25.39,31.82,33.73,23.86,34.63,39.9,-7.04,-2.37,1.97,25.39,31.82,33.73,0,8.34,0.54
nw_cut_3_0_1f_opt_disp_struct_4.xyz,Nucleus 25H :,-1.337246,-1.990907,-0.370503,28.28,37.5,21.32,26.02,51.37,30.55,39.92,-0.61,-17.9,-18.48,21.32,26.02,37.5,0,16.18,-0.42
nw_cut_3_0_1f_opt_disp_struct_4.xyz,Nucleus 26H :,-1.744451,-2.043297,1.950498,28.3,36.36,25.91,22.62,28.12,38.47,35.99,0.73,-7.21,-11.22,22.62,25.91,36.36,0,13.74,-0.52
nw_cut_3_0_1f_opt_disp_struct_4.xyz,Nucleus 27H :,-2.520057,-2.779802,1.771363,29.77,34.33,27.98,26.99,38.09,16.9,21.82,11.7,5.63,-4.84,26.99,27.98,34.33,0,7.34,-0.73
nw_cut_3_0_1f_opt_disp_struct_4.xyz,Nucleus 0C :,-1.451464,-1.600948,3.238023,170.67,186.49,160.57,164.96,257.8,237.72,238.27,-78.45,-75.38,-67.94,160.57,164.96,186.49,0,25.92,-0.66
nw_cut_3_0_1f_opt_disp_struct_4.xyz,Nucleus 3C :,-2.008519,-1.996295,4.08035,62.74,149.31,53.54,-14.62,241.47,274.51,263.83,-92.18,-220.92,-278.48,-14.62,53.54,149.31,0,163.93,-0.17
nw_cut_3_0_1f_opt_disp_struct_4.xyz,Nucleus 4C :,-0.443667,-0.655863,3.46124,56.27,-28.68,128.07,69.43,274.68,258.67,257.88,-293.65,-130.45,-198.3,-28.68,69.43,128.07,0,156.75,0.25
nw_cut_3_0_1f_opt_disp_struct_4.xyz,Nucleus 7C :,-0.205862,-0.325668,4.466364,38.0,137.07,-39.6,16.53,273.26,268.5,264.03,-129.72,-312.77,-249.29,-39.6,16.53,137.07,0,176.67,-0.36
nw_cut_3_0_1f_opt_disp_struct_4.xyz,Nucleus 8C :,2.458218,1.600311,0.699262,61.08,163.16,23.13,-3.04,235.53,270.69,264.41,-72.69,-243.37,-271.33,-3.04,23.13,163.16,0,166.2,-0.69
nw_cut_3_0_1f_opt_disp_struct_4.xyz,Nucleus 9C :,0.037036,0.254181,-1.785377,12.44,-65.34,75.17,27.49,235.64,266.85,270.67,-160.63,-239.24,-335.97,-65.34,27.49,75.17,0,140.51,0.32
nw_cut_3_0_1f_opt_disp_struct_4.xyz,Nucleus 11C :,3.851257,-4.81377,1.648453,69.85,165.84,-15.65,59.37,238.02,263.73,275.48,-72.92,-282.58,-212.17,-15.65,59.37,165.84,0,181.49,-0.17
nw_cut_3_0_1f_opt_disp_struct_4.xyz,Nucleus 13C :,4.781012,-5.102732,2.142396,52.76,173.72,40.76,-56.21,218.35,254.18,275.44,-44.85,-234.3,-310.56,-56.21,40.76,173.72,0,229.93,-0.16
nw_cut_3_0_1f_opt_disp_struct_4.xyz,Nucleus 15C :,3.990145,-3.857006,1.136379,69.19,173.48,54.13,-20.04,239.11,272.19,266.58,-66.1,-217.71,-286.49,-20.04,54.13,173.48,0,193.52,-0.23
nw_cut_3_0_1f_opt_disp_struct_4.xyz,Nucleus 19C :,2.737466,-4.793197,2.65591,163.6,191.21,157.04,142.54,258.62,233.36,240.77,-66.45,-83.15,-92.36,142.54,157.04,191.21,0,48.67,-0.4
nw_cut_3_0_1f_opt_disp_struct_4.xyz,Nucleus 22C :,2.618755,-5.630079,3.542717,4.22,-89.46,93.88,8.24,195.54,251.76,270.19,-101.74,-342.61,-260.49,-89.46,8.24,93.88,0,183.34,0.07
nw_cut_3_0_1f_opt_disp_struct_4.xyz,Nucleus 5N :,1.839203,-3.780222,2.513165,116.85,54.0,169.48,127.07,299.13,336.11,330.24,-130.47,-208.79,-275.67,54.0,127.07,169.48,0,115.48,0.27
nw_cut_3_0_1f_opt_disp_struct_4.xyz,Nucleus 24N :,1.848974,-3.254394,1.663684,144.89,42.13,245.41,147.13,293.96,325.09,342.53,-285.38,-88.61,-152.92,42.13,147.13,245.41,0,203.28,0.03
nw_cut_3_0_1f_opt_disp_struct_4.xyz,Nucleus 23O :,0.983609,-3.870989,3.02523,-102.91,319.62,-229.35,-398.99,336.79,380.71,426.99,-17.81,-611.42,-823.99,-398.99,-229.35,319.62,0,718.61,-0.53
nw_cut_3_0_1f_opt_disp_struct_4.xyz,Nucleus 10F :,3.627515,-5.581033,0.899654,301.12,396.88,221.45,285.04,486.05,459.08,467.01,-70.26,-238.27,-200.24,221.45,285.04,396.88,0,175.43,-0.27
nw_cut_3_0_1f_opt_disp_struct_5.xyz,Nucleus 1H :,0.979332,-0.028792,-1.304036,29.13,35.22,23.48,28.68,41.03,26.37,29.01,-6.98,0.36,-2.4,23.48,28.68,35.22,0,11.74,-0.11
nw_cut_3_0_1f_opt_disp_struct_5.xyz,Nucleus 2H :,1.768432,0.613439,-1.703564,28.75,34.57,24.01,27.67,45.72,25.64,27.07,-12.05,1.49,-1.61,24.01,27.67,34.57,0,10.56,-0.31
nw_cut_3_0_1f_opt_disp_struct_5.xyz,Nucleus 6H :,1.194778,-1.057743,-1.611738,23.93,16.23,24.75,30.81,49.78,14.41,29.54,-19.47,2.17,-4.64,16.23,24.75,30.81,0,14.58,0.17
